id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
4316,US,"The king of New York State Riesling pulls it off again. This wine opens with a gorgeous blend of mineral and fruit. The vibrant flavors follow through in the mouth with wet stones, apricot, pear and just a touch of slate. The long, elegant finish justifies every penny of the $18 price tag.",Dry,89,18.0,New York,Finger Lakes,Finger Lakes,,,Dr. Konstantin Frank 2007 Dry Riesling (Finger Lakes),Riesling,Dr. Konstantin Frank
39263,Italy,"A blend of Sangiovese, Syrah, Cabernet Sauvignon and Merlot, this opens with tones of fruit, mild tobacco and spice. The wine's measured intensity and bright acidity make it a good choice for cheesy pasta dishes.",Etichetta Blu,87,16.0,Tuscany,Montecarlo,,,,Tenuta del Buonamico 2010 Etichetta Blu Red (Montecarlo),Red Blend,Tenuta del Buonamico
68636,US,"This simple, lighter take on the variety belies its ripe fruit, the weight of the wine taking on girth as it goes. Black cherry, spicy cinnamon and toasted oak intermingle on the palate, before a medium-length finish.",,85,19.0,California,Carneros-Napa Valley,Napa,Virginie Boone,@vboone,Beaulieu Vineyard 2013 Pinot Noir (Carneros-Napa Valley),Pinot Noir,Beaulieu Vineyard
8050,France,"This blend of 45% Grenache Blanc, 25% Roussanne, 15% Clairette and 15% Viognier features notes of melon, banana and pineapple backed by a hint of wet stone. It's medium to full in body, with a silky texture, then thins out a bit on the tart finish. Drink up.",Vieilles Vignes,86,15.0,Rhône Valley,Costières de Nîmes,,Joe Czerwinski,@JoeCz,Château de Nages 2012 Vieilles Vignes White (Costières de Nîmes),Rhône-style White Blend,Château de Nages
37767,France,"Producers, aware of the Tannat grape's reputation for tough tannins, have set about reinventing Madiran, emphasizing fruit rather than structure. Here is a good example, with its softness, juicy red fruits and almost Beaujolais-like freshness.",Autour du Fruit,86,,Southwest France,Madiran,,Roger Voss,@vossroger,Vignobles Laplace 2005 Autour du Fruit Tannat (Madiran),Tannat,Vignobles Laplace
44,Chile,"A berry aroma comes with cola and herb notes. The palate is tangy and racy, and it delivers raspberry and plum flavors, with a modest finish.",,86,9.0,Maule Valley,,,Michael Schachner,@wineschach,Sundance 2011 Merlot (Maule Valley),Merlot,Sundance
42387,France,"A ripe, wood-aged wine, this has a wood element that's intensely spicy and toasty. The weight of the sweet plum fruit and tannins are equally powerful and concentrated. A selection of the best of Château Leret Monpezat, this will need at least five years of aging before it should be touched.",Cuvée Icône du Château Leret Monpezat,93,130.0,Southwest France,Cahors,,Roger Voss,@vossroger,Georges Vigouroux 2009 Cuvée Icône du Château Leret Monpezat Malbec (Cahors),Malbec,Georges Vigouroux
121427,Spain,"Tobacco, brown sugar, dried fruit and vanilla aromas work the bouquet, which is very nice. In the mouth, however, it's acidic, almost to the point of being citrusy. Flavors of earthy sour plum and raspberry are propped up by lasting acids, while the palate teeters on lemony and shear. Drink now.",Gran Reserva,87,110.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Matarromera 2001 Gran Reserva  (Ribera del Duero),Tempranillo,Matarromera
94837,France,"Maison Bouachon is an old négociant house based in Gigondas. It's now owned by the Skalli family who is trying to raise the level of the wines. This Côtes-du-Rhône cuvée is a promising effort, boasting plenty of black cherry fruit to go with hints of leather and game. The fruit shows a hint of sur-maturité, yet remains fresh, while the mouthfeel is round yet not unstructured. Drink now–2010, possibly longer.",Les Rabassières,89,17.0,Rhône Valley,Côtes du Rhône,,Joe Czerwinski,@JoeCz,Maison Bouachon 2006 Les Rabassières Red (Côtes du Rhône),Rhône-style Red Blend,Maison Bouachon
44838,Italy,"Made entirely with the native grape Bombino Nero, this informal light-bodied wine has subdued aromas of wild cherry and a hint of crushed herb. The aromas carry over to the über-simple palate along with a hint of pink grapefruit.",,84,10.0,Southern Italy,Castel del Monte,,Kerin O’Keefe,@kerinokeefe,Rivera 2016 Rosé (Castel del Monte),Rosé,Rivera
81184,France,"Still young with its fresh raspberry acidity all in place, this is a fragrant and perfumed wine. A core of tannins hold its place, while it is the bright fruit and generous texture that are most marked. The aftertaste is fresh, fruity and has the structure for aging. Drink from 2018.",Les Feusselottes Premier Cru,91,,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Henri de Villamont 2012 Les Feusselottes Premier Cru  (Chambolle-Musigny),Pinot Noir,Henri de Villamont
8942,US,"Half of the wine was fermented with native yeasts, and 30% saw new oak. What shines is the juicy, fresh, delicious fruit—a jumble of raspberries and cherries—plus the finish, which hangs deliciously.",JV Estate,89,25.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Stoller 2010 JV Estate Pinot Noir (Dundee Hills),Pinot Noir,Stoller
23248,US,"This distinctive wine shows aromas of rain-soaked herbs, mineral, cocoa and red fruit. It's filled with luscious, jammy raspberry flavors that combine with an alluring, silky feel. With time, the aromas and flavors might unite to kick it up a notch.",,89,45.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Flying Dreams 2012 Syrah (Walla Walla Valley (WA)),Syrah,Flying Dreams
100239,France,"This is a particularly fruity rosé that's not quite dry but very fresh and full of strawberry flavors. It is fresh, ripe and ready to drink even in the winter.",Brut Rosé,86,20.0,Alsace,Crémant d'Alsace,,Roger Voss,@vossroger,Jean-Baptiste Adam NV Brut Rosé Sparkling (Crémant d'Alsace),Sparkling Blend,Jean-Baptiste Adam
39621,France,"This top wine from Lamartine is a fine, solid expression of the firm nature of young Malbec. It has dark, dense black fruits layered behind the dry, tight tannins. With this concentration, this is a wine that needs to age. Leave until 2020.",Expression,92,23.0,Southwest France,Cahors,,Roger Voss,@vossroger,Château Lamartine 2012 Expression Malbec (Cahors),Malbec,Château Lamartine
104849,US,"Winemaker Anthony Nappa sources grapes from Finger Lakes notable Sheldrake Point to make this beautifully textured off-dry Riesling. It's fragrant and fresh, with hints of waxy lemon skins, tangerines and white blossoms, and the palate is rich, with lush stone-fruit and a deliciously astringent tea-leaf finish.",Luminous,89,18.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Anthony Nappa 2010 Luminous Riesling (Finger Lakes),Riesling,Anthony Nappa
18413,Austria,"Soft, ripe and perfumed, this has currant and pear flavors. With its intense lemon tang and tense texture, it will certainly age. Screwcap.",Zöbinger Heiligenstein Erste Lage,91,,Niederösterreich,,,Roger Voss,@vossroger,Hirsch 2010 Zöbinger Heiligenstein Erste Lage Riesling (Niederösterreich),Riesling,Hirsch
72504,Italy,"Made from old vines and aged in small barrels, this wine is dominated by oak. Opening aromas include wood, toast and a hint of butter and apples. Oak extract takes center stage on the palate which also reveals citrus peel and a hint of apricot and mineral, as well as firm acidity. It lacks fruit richness.",Vegnie Vecie,86,22.0,Lombardy,Lugana,,Kerin O’Keefe,@kerinokeefe,Fraccaroli 2009 Vegnie Vecie  (Lugana),Turbiana,Fraccaroli
96175,Spain,"Stalky, leathery aromas lack freshness and purity of fruit. This feels light to the point of dilute, while flavors of stalky raspberry finish salty and earthy, with a raw feel.",Reserva,83,17.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Conde de Jauregui 2006 Reserva  (Rioja),Tempranillo Blend,Conde de Jauregui
49111,US,"Shows plenty of ripe pineapple, peach and pear flavors, enhanced with toasty vanilla and oak; rounded out with clean acidity. It's solidly in the modern California style.",,87,28.0,California,Oak Knoll District,Napa,,,Darms Lane 2010 Chardonnay (Oak Knoll District),Chardonnay,Darms Lane
89575,South Africa,"Herbal and spicy, here's an easygoing Merlot that's perfect for entertaining. Pepper and anise add character to the black fruit core, and the pronounced acidity keeps things lively and clean on the finish.",,85,11.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,KWV 2008 Merlot (Western Cape),Merlot,KWV
19332,US,"A candied-cherry nose meets with cinnamon stick, nutmeg and turned earth on the nose of this blend of 78% Grenache, 18% Syrah and 4% Mourvèdre. Dried strawberry and dark cranberry show once sipped, with sweet tar, fennel, hibiscus and concentrated cola flavors.",Love Machine,88,40.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Chronic Cellars 2013 Love Machine G-S-M (Paso Robles),G-S-M,Chronic Cellars
53579,France,"The wine has a stalky character, with bitter cherry fruits and light, lean acidity. Very textured, its tannins give a dry feeling to the finish. Drink from 2014.",Vieilles Vignes,85,23.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Roche de Bellene 2011 Vieilles Vignes  (Bourgogne),Pinot Noir,Roche de Bellene
83474,Italy,"Here's a layered and sophisticated Pinot Grigio with aromas of white mineral, peach, pear and delicate overtones of baked bread and roasted almond. All this is backed by natural creaminess and richness that would pair beautifully with swordfish steak or chopped tuna tartare.",,88,31.0,Northeastern Italy,Collio,,,,Mario Schiopetto 2007 Pinot Grigio (Collio),Pinot Grigio,Mario Schiopetto
120775,New Zealand,"More perfumed and floral than the other 2010 Pinot Noirs from Felton Road, the Cornish Point is a pretty, slightly delicate wine that nevertheless doesn't lack for intensity. It's medium in weight, with creamy tannins that finish like silk.",Cornish Point,92,63.0,Central Otago,,,Joe Czerwinski,@JoeCz,Felton Road 2010 Cornish Point Pinot Noir (Central Otago),Pinot Noir,Felton Road
51915,US,"From a base of 51% Cabernet Sauvignon this robust red adds Petit Verdot, Merlot and Malbec to concoct a soft, smooth and juicy red wine that's brooding in personality. The tannins are tar-like and sizable.",Rockpile,88,50.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,St. Francis 2011 Rockpile Red (Sonoma County),Red Blend,St. Francis
89555,Portugal,"Named after the 13th-century house at the center of the estate, this is a rich, full-bodied wine. With citrus flavors at its heart, it also shows a texture that gives minerality from the granite soil, followed by juicy yellow fruits and finishing with intense acidity. Give this wine until mid-2015 to settle down.",Casa do Capitão-mor,90,18.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta de Paços 2013 Casa do Capitão-mor Alvarinho (Vinho Verde),Alvarinho,Quinta de Paços
54680,US,"An inaugural release, this wine displays aromas of red and blue fruit, herbs and spice. The tart red and blue-fruit flavors show irresistible charm, like drinking a bowl of fruit. It doesn't seem entirely varietal but it's 100% delicious.",Cinghiale Wahluke Slope and Rosebud Vineyards,92,20.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Casa Smith 2014 Cinghiale Wahluke Slope and Rosebud Vineyards Sangiovese (Wahluke Slope),Sangiovese,Casa Smith
14787,Israel,"Aromas of black plum, raspberry and sage set the stage for flavors of black cherry, raspberry, nutmeg and clove. There's a nice sense of spice piggybacking on luscious fruit, while strong but not overpowering tannins fill the palate and gently subside into a soft savory finish.",Aria Reserve,91,45.0,Judean Hills,,,Mike DeSimone,@worldwineguys,Montefiore 2013 Aria Reserve Red (Judean Hills),Red Blend,Montefiore
10362,Austria,High-toned but slight hints of caramelized pear lead onto a concentrated palate that is as governed by fresh acidity as it is by alcoholic heat. This packs a punch and will ideally paired with equally substantial food.,Brindlbach,87,,Thermenregion,,,Anne Krebiehl MW,@AnneInVino,Biegler 2015 Brindlbach Rotgipfler (Thermenregion),Rotgipfler,Biegler
125862,France,"With a predominance of Chardonnay, this tightly crisp wine has a steely, mineral character. It is tight, tense and nervy while not losing sight of lemon and white fruit flavors. Finely structured and impressive, it has a well-balanced dosage to round things out at the end.",Grande Réserve Brut,93,50.0,Champagne,Champagne,,Roger Voss,@vossroger,Charles Ellner NV Grande Réserve Brut  (Champagne),Champagne Blend,Charles Ellner
60743,US,"Grassy and dull, this white tastes diluted and is lacking in flavor. The few decipherable notes lean toward fresh-cut lime.",Kick Ranch,83,30.0,California,Sonoma,Sonoma,Virginie Boone,@vboone,Delectus 2014 Kick Ranch Sauvignon Blanc (Sonoma),Sauvignon Blanc,Delectus
107716,New Zealand,"Like most unoaked Chardonnays, this is a bit simply fruity, but it's also clean and fresh. Apple, melon and citrus flavors are easily carried by its medium body and mouthwatering finish.",Unoaked,86,16.0,Marlborough,,,Joe Czerwinski,@JoeCz,The Crossings 2006 Unoaked Chardonnay (Marlborough),Chardonnay,The Crossings
107149,France,"This is typical Pinot Blanc—its warm, fruity and soft with just a touch of spice. The wine has an attractive line of acidity from its pear flavors, making it balanced and ready to drink.",Cuvée René Dopff,86,16.0,Alsace,Alsace,,Roger Voss,@vossroger,Dopff & Irion 2012 Cuvée René Dopff Pinot Blanc (Alsace),Pinot Blanc,Dopff & Irion
123796,France,"Crisp and elegant in feel, this has apricot and peach flavors that are balanced by the tight structure and the green-fruit-like acidity. The layers of toast have integrated with the ebullient fruit character and the taut, minerally finish. For aging 3–4 years.",Dents du Chien Premier Cru,92,,Burgundy,Saint-Aubin,,Roger Voss,@vossroger,Olivier Leflaive 2010 Dents du Chien Premier Cru  (Saint-Aubin),Chardonnay,Olivier Leflaive
100278,US,"The nose on this wine by Burgundy-raised veteran vintner Christian Roguenant is very minerally and focused, showing chalk, crushed sea shells, lemon rind and a touch of Marcona almond. The texture is pleasantly grippy and taut, containing flavors of white peach, grapefruit pith and baking soda, all of which sail deep into the finish.",La Pristina,93,30.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Baileyana 2014 La Pristina Chardonnay (Edna Valley),Chardonnay,Baileyana
